"project_id","num_team_year","num_commits_year","forks","watchers","hasWomenEver"
4293,24,244,37,7,TRUE
4299,4,24,10,52,FALSE
4323,29,787,51,59,TRUE
4448,6,850,13,12,FALSE
4452,107,47272,897,2548,TRUE
4464,20,3112,29,95,TRUE
4477,38,4361,846,2197,TRUE
4498,34,37929,43,34,TRUE
4505,4,2624,0,1,FALSE
4541,14,369,196,178,FALSE
4613,9,180,11,4,FALSE
4616,8,62,19,32,TRUE
4634,11,316,20,37,FALSE
4641,47,46890,38,88,TRUE
4657,9,4122,15,7,FALSE
4668,2,233,1,3,TRUE
4706,4,350,2,4,FALSE
4711,542,346887,1346,1493,TRUE
4736,15,2062,11,15,TRUE
4744,6,247,4,3,TRUE
4790,5,34,6,49,TRUE
4793,23,632,23,85,FALSE
4806,3,541,4,27,TRUE
4841,3,102,1,2,TRUE
4872,14,146,15,141,FALSE
4925,10,1078,15,89,TRUE
4935,3,260,2,4,FALSE
4955,7,178,16,37,FALSE
5016,84,4922,113,112,TRUE
5078,4,228,5,6,FALSE
5118,18,21241,6,16,TRUE
5137,4,108,6,56,FALSE
5141,8,565,17,263,FALSE
5308,477,424504,774,138,TRUE
5317,5,232,3,3,FALSE
5323,22,577,50,546,TRUE
5328,5,900,3,12,FALSE
5347,28,847,23,17,FALSE
5376,5,206,5,19,FALSE
5400,21,14623,24,27,TRUE
5409,3,59,5,9,TRUE
5461,471,155854,702,2037,TRUE
5512,5,56,14,44,TRUE
5525,10,90,51,72,TRUE
5589,2,206,20,41,FALSE
5591,131,70367,306,369,TRUE
5593,11,726,20,107,TRUE
5667,57,42982,111,307,TRUE
5820,10,256,21,5,FALSE
5874,47,10338,568,2176,TRUE
5901,11,1779,19,7,FALSE
5914,14,9481,72,108,TRUE
5931,63,4379,167,468,TRUE
5969,3,173,2,7,FALSE
5976,2,158,3,5,FALSE
5989,4,46,4,8,FALSE
6020,2,726,0,3,FALSE
6080,12,126,9,51,TRUE
6149,146,7239,170,1007,TRUE
6157,17,276,51,76,FALSE
6173,7,79,6,2,FALSE
6200,44,3608,133,600,TRUE
6212,3,52,7,4,FALSE
6245,9,93,0,1,FALSE
6326,3,22,3,2,FALSE
6332,8,90,33,18,TRUE
6338,12,1435,9,12,TRUE
6341,9,72,17,29,TRUE
6368,75,93156,209,337,TRUE
6427,3,124,1,1,FALSE
6551,15,775,2,95,FALSE
6553,11,87,22,17,FALSE
6577,23,31412,32,30,TRUE
6620,6,392,0,1,TRUE
6629,4,870,0,8,FALSE
6648,22,842,14,14,FALSE
6719,16,3780,10,819,FALSE
6723,5,112,6,75,FALSE
6797,10,12869,14,17,FALSE
6807,7,2376,0,3,TRUE
6844,10,175,17,2,FALSE
6846,8,1901,17,18,TRUE
6848,85,7903,155,869,TRUE
6861,7,1920,4,34,TRUE
6868,3,9,12,22,FALSE
6953,8,45,8,13,TRUE
6956,4,109,2,9,FALSE
6963,40,30799,38,723,TRUE
6973,92,4028,130,497,TRUE
7017,4,468,3,2,TRUE
7057,8,415,2,6,FALSE
7059,88,9520,187,365,TRUE
7073,4,180,0,15,FALSE
7145,6,422,6,91,FALSE
7178,265,23577,321,2285,TRUE
7291,9,695,11,5,FALSE
7327,3,256,0,3,FALSE
7345,6,172,9,18,FALSE
7351,5,2023,2,7,TRUE
7427,6,196,12,10,TRUE
7444,4,181,5,13,FALSE
7476,4,833,4,155,TRUE
7536,6,127,8,18,FALSE
7550,8,6260,4,15,FALSE
7640,96,5651,83,643,TRUE
7683,4,331,4,7,FALSE
7802,13,122,9,55,FALSE
7812,35,796,84,175,TRUE
7854,17,1243,37,244,FALSE
7970,32,3193,49,72,TRUE
8006,17,103,13,26,TRUE
8008,8,59,30,36,FALSE
8014,18,935,34,143,FALSE
8017,9,3538,14,72,FALSE
8079,4,498,2,3,TRUE
8081,2,345,6,8,TRUE
8163,8,393,11,9,TRUE
8198,2,150,0,2,FALSE
8206,1,83,0,1,FALSE
8211,1,18,0,1,FALSE
8234,6,314,15,12,FALSE
8249,252,54685,332,179,TRUE
8293,5,43,8,6,FALSE
8304,80,125836,502,1237,TRUE
8307,15,1147,15,51,TRUE
8372,3,435,0,1,FALSE
8381,20,6820,11,10,TRUE
8460,7,1543,5,10,FALSE
8537,6,283,8,4,FALSE
8545,13,222,22,38,TRUE
8557,7,96,17,99,FALSE
8572,36,4442,46,84,TRUE
8633,23,704,23,12,FALSE
8658,14,16354,40,25,TRUE
8664,9,232,3,11,TRUE
8695,8,68,27,74,FALSE
8730,11,2356,20,15,FALSE
8817,8,282,12,22,FALSE
8823,2,142,0,2,FALSE
8838,6,247,5,6,FALSE
8896,24,470,63,345,FALSE
8975,46,1391,131,632,TRUE
9012,139,576737,760,796,TRUE
9016,10,441,3,21,TRUE
9036,46,8310,78,70,FALSE
9057,8,123,9,2,TRUE
9060,4,445,12,37,FALSE
9088,37,2535,63,10,TRUE
9126,15,580,9,28,TRUE
9133,45,5063,45,136,FALSE
9154,23,11716,14,24,TRUE
9176,12,832,10,41,TRUE
9230,15,1722,53,672,FALSE
9261,3,20,3,14,FALSE
9274,30,435,65,322,TRUE
9338,133,7586,117,164,TRUE
9400,16,772,1,12,TRUE
9488,58,62176,66,73,TRUE
9522,3,512,2,8,TRUE
9568,3,504,0,2,FALSE
9578,6,889,7,32,FALSE
9582,43,10618,48,38,TRUE
9585,8,429,16,18,FALSE
9616,8,1698,5,19,TRUE
9652,3,228,2,11,TRUE
9665,6,64,29,98,TRUE
9709,6,145,53,745,FALSE
9710,49,10422,102,11,TRUE
9774,13,1733,29,36,TRUE
9933,15,455,29,23,FALSE
9983,71,23038,2,0,TRUE
10051,4,221,4,5,FALSE
10066,51,7768,2,4,TRUE
10070,524,668593,1277,209,TRUE
10075,4,42,0,0,FALSE
10081,18,47045,5,7,TRUE
10110,3,101,1,135,FALSE
10112,7,3406,3,13,FALSE
10126,70,7078,133,45,TRUE
10133,3,767,2,4,FALSE
10142,8,278,21,29,TRUE
10165,6,80,9,24,FALSE
10187,20,726,11,5,TRUE
10218,7,97,9,23,FALSE
10307,149,28161,211,153,TRUE
10315,13,62,42,20,FALSE
10364,6,260,5,11,FALSE
10372,18,5371,36,75,TRUE
10450,4,39,7,23,FALSE
10502,318,110365,581,1991,TRUE
10555,36,30222,201,176,TRUE
10556,3,6,5,2,FALSE
10559,158,8893,191,338,TRUE
10572,4,76,2,5,FALSE
10573,62,5772,97,354,FALSE
10606,4,53,9,16,FALSE
10646,113,16407,173,68,TRUE
10711,7,744,2,1,FALSE
10756,67,27304,138,281,TRUE
10759,9,241,23,50,FALSE
10773,31,1235,52,24,TRUE
10797,13,546,52,142,TRUE
10827,4,543,1,6,FALSE
10854,10,242,21,26,TRUE
10920,19,6428,10,159,TRUE
10983,6,277,6,12,TRUE
11009,3,595,0,3,FALSE
11052,21,24969,138,179,TRUE
11104,9,175,13,35,FALSE
11141,7,266,14,33,TRUE
11193,65,7600,445,2471,TRUE
11196,10,2382,24,29,FALSE
11202,5,102,4,38,TRUE
11210,11,181,16,11,FALSE
11302,4,34,9,11,TRUE
11306,13,80,21,90,FALSE
11312,23,1313,24,321,FALSE
11317,26,8188,28,11,TRUE
11321,127,49601,197,177,TRUE
11333,8,214,12,12,FALSE
11337,8,651,88,486,TRUE
11379,33,39662,14,49,TRUE
11453,6,284,8,2,FALSE
11473,67,5747,328,75,TRUE
11480,11,2269,2,20,TRUE
11487,5,36,14,50,FALSE
11562,12,2488,19,19,FALSE
11585,5,87,0,1,FALSE
11602,132,23448,124,290,TRUE
11660,146,5035,153,83,TRUE
11686,6,124,6,65,TRUE
11752,7,49,19,21,FALSE
11814,37,7287,25,104,TRUE
11840,8,272,2,10,FALSE
11886,20,904,37,59,FALSE
11932,12,375,13,25,FALSE
11958,23,28196,0,1,FALSE
11959,152,11669,156,1031,TRUE
11975,351,134109,813,989,TRUE
11976,7,1107,6,8,FALSE
12010,13,1401,12,89,FALSE
12038,7,64,11,38,FALSE
12072,2,934,0,2,FALSE
12076,6,890,5,34,FALSE
12133,48,4426,167,371,TRUE
12254,8,126,9,12,FALSE
12262,3,310,0,1,FALSE
12312,9,140,62,51,TRUE
12457,3,585,3,6,FALSE
12493,22,437,33,81,FALSE
12533,9,991,9,25,FALSE
12546,2,43,50,59,FALSE
12589,3,1072,2,14,FALSE
12608,3,187,1,10,FALSE
12664,15,48967,9,34,FALSE
12673,5,176,0,2,FALSE
12674,5,564,1,0,FALSE
12695,149,17062,397,371,TRUE
12699,12,792,3,261,FALSE
12700,4,630,5,5,FALSE
12702,77,49989,71,107,TRUE
12789,497,135370,738,2193,TRUE
12829,3,305,6,90,FALSE
12835,6,76,7,16,FALSE
12902,21,754,30,87,FALSE
12910,15,2220,11,113,FALSE
12962,24,544,38,95,FALSE
13021,75,10563,168,812,TRUE
13072,7,353,14,31,FALSE
13129,5,945,2,25,FALSE
13187,7,814,0,8,FALSE
13191,16,50598,26,56,TRUE
13252,43,67708,71,110,TRUE
13255,397,210926,817,2917,TRUE
13264,186,386364,106,110,TRUE
13291,17,139,51,161,FALSE
13296,64,5560,128,541,TRUE
13322,172,6614,160,346,TRUE
13400,14,235,19,84,FALSE
13434,3,13,7,27,FALSE
13498,22,1332,28,94,FALSE
13518,3,413,37,178,TRUE
13561,4,1580,7,7,FALSE
13567,65,951,118,65,TRUE
13580,22,1443,43,75,FALSE
13596,3,290,6,4,FALSE
13608,10,290,29,109,FALSE
13707,3,15,23,88,TRUE
13721,59,385160,155,1611,TRUE
13753,1,7,4,3,FALSE
13781,7,188,15,40,TRUE
13800,16,114,70,142,TRUE
13834,5,288,1,2,FALSE
13846,5,61,10,46,FALSE
13851,11,82,21,94,TRUE
13863,18,80,38,194,TRUE
13874,37,3919,135,46,TRUE
13962,2,1728,2,2,FALSE
14056,2,18,7,13,TRUE
14079,5,484,0,4,TRUE
14209,4,2356,0,5,FALSE
14325,18,7169,14,4,TRUE
14355,11,1101,19,40,TRUE
14402,31,4573,92,53,FALSE
14472,12,557,18,59,FALSE
14566,8,137,15,78,FALSE
14572,26,2243,14,1126,FALSE
14574,3,166,5,1,FALSE
14632,3,85,12,94,FALSE
14659,3,978,4,2,TRUE
14671,11,1696,1,7,TRUE
14769,5,2834,27,108,FALSE
14806,5,162,0,3,FALSE
14851,5,1156,31,16,FALSE
14859,3,317,6,19,FALSE
14876,27,807,44,91,TRUE
14915,988,31144,336,2698,TRUE
14917,18,390,20,50,FALSE
14953,89,77347,14,64,TRUE
14980,5,291,7,44,FALSE
15031,9,256,0,2,TRUE
15179,4,29,6,38,FALSE
15212,5,99,3,1,FALSE
15269,8,480,0,2,FALSE
15281,4,22,31,29,FALSE
15289,10,167,12,20,FALSE
15299,18,897,33,79,FALSE
15342,5,75,16,14,TRUE
15386,2,86,7,29,FALSE
15459,8,1498,7,20,FALSE
15468,2,4,15,10,FALSE
15586,7,274,5,3,FALSE
15630,45,1150,51,159,TRUE
15671,3,497,6,116,FALSE
15748,5,17,11,20,FALSE
15786,4,646,0,0,FALSE
15791,6,99,8,10,FALSE
15864,8,139,11,3,FALSE
15885,8,827,27,62,FALSE
15918,17,12196,30,21,TRUE
16053,3,253,4,14,FALSE
16054,46,2464,82,40,TRUE
16069,6,2056,3,5,FALSE
16074,15,2774,19,43,TRUE
16120,2,1010,0,1,FALSE
16128,3,285,0,3,FALSE
16129,7,99,6,42,FALSE
16164,16,4841,11,41,FALSE
16184,26,3612,60,219,TRUE
16225,7,450,15,53,TRUE
16247,275,477818,586,189,TRUE
16304,4,132,0,9,FALSE
16345,2,12,6,14,FALSE
16383,16,715,9,39,TRUE
16404,5,161,10,22,FALSE
16438,10,59,172,109,TRUE
16473,11,180,13,16,FALSE
16496,3,38,7,17,FALSE
16497,9,269,6,0,TRUE
16563,6,140,1,4,FALSE
16567,3,106,3,4,FALSE
16607,134,11716,250,1885,TRUE
16640,10,887,4,13,TRUE
16718,33,4288,50,73,FALSE
16735,38,1079,61,213,FALSE
16827,46,760,138,351,TRUE
16885,4,480,11,167,FALSE
17032,12,12110,21,27,TRUE
17042,11,7072,15,20,TRUE
17059,4,24,14,18,FALSE
17101,3,62,1,1,FALSE
17108,4,272,2,9,FALSE
17117,5,136,8,63,FALSE
17165,364,44781,344,379,TRUE
17175,4,400,3,0,TRUE
17198,4,225,7,7,TRUE
17210,8,1070,12,9,FALSE
17233,10,70,8,69,TRUE
17235,4,190,2,5,FALSE
17251,6,70,2,3,FALSE
17275,3,35,0,1,FALSE
17278,5,119,11,31,FALSE
17284,11,395,0,2,FALSE
17316,9,443,10,77,FALSE
17329,3,302,0,1,FALSE
17353,135,16224,259,72,TRUE
17358,4,122,8,14,FALSE
17389,11,168,72,68,FALSE
17427,26,1291,123,157,TRUE
17436,3,276,0,6,TRUE
17440,4,201,4,16,TRUE
17442,12,112,11,91,TRUE
17458,3,60,2,6,FALSE
17462,21,201,20,68,FALSE
17473,77,28080,65,38,TRUE
17525,12,25966,26,66,TRUE
17536,3,27,13,29,FALSE
17547,3,38,4,4,FALSE
17634,10,2247,12,11,FALSE
17653,9,189,16,38,FALSE
17673,51,2445,70,76,TRUE
17700,19,1960,26,23,FALSE
17753,2,11,13,22,FALSE
17781,9,1990,12,10,FALSE
17804,4,87,3,8,FALSE
17807,27,8390,86,101,TRUE
17854,3,23,4,8,FALSE
17868,2,42,1,2,FALSE
17930,10,154,27,75,TRUE
17942,31,2024,58,30,TRUE
17972,4,207,1,3,FALSE
18036,7,55,15,37,FALSE
18039,4,273,12,23,FALSE
18063,11,229,31,158,TRUE
18070,4,711,0,2,FALSE
18116,21,15234,20,32,FALSE
18119,36,298268,5,21,TRUE
18128,56,100683,13,21,FALSE
18145,42,2662,26,250,TRUE
18199,5,1937,0,8,FALSE
18209,9,294,12,49,FALSE
18213,9,151,4,21,FALSE
18217,93,403535,223,436,TRUE
18233,4,288,2,6,FALSE
18234,140,11056,185,930,TRUE
18238,4,233,3,15,FALSE
18347,4,91,0,3,TRUE
18355,5,3546,7,44,TRUE
18358,122,6488,196,1228,TRUE
18360,3,24,2,4,FALSE
18444,2,746,0,10,FALSE
18460,12,311,153,90,FALSE
18466,2,206,6,27,TRUE
18471,9,2725,4,5,FALSE
18536,6,19,11,29,FALSE
18564,8,107,2,1,TRUE
18639,5,165,3,8,FALSE
18658,4,40,4,8,FALSE
18664,138,158653,157,138,TRUE
18680,4,64,2,2,FALSE
18682,5,109,2,1,TRUE
18685,2,84,0,6,FALSE
18689,159,479430,2,5,TRUE
18696,5,378,2,6,TRUE
18725,6,368,8,11,TRUE
18758,7,348,7,67,FALSE
18777,2,148,0,6,FALSE
18861,13,342,63,72,TRUE
18896,9,132,25,96,FALSE
18911,50,17726,291,861,TRUE
18944,6,1378,3,9,TRUE
19015,43,1882,63,143,TRUE
19030,13,817,43,111,TRUE
19038,134,6250,235,144,TRUE
19064,30,13664,23,49,TRUE
19185,86,4554,73,131,TRUE
19234,3,205,0,1,FALSE
19253,15,1585,51,28,FALSE
19306,4,170,3,6,FALSE
19336,6,230,14,23,FALSE
19394,28,1342,39,69,TRUE
19399,49,12501,0,3,TRUE
19446,3,86,1,1,FALSE
19500,10,604,33,41,FALSE
19550,242,389934,297,972,TRUE
19559,10,2836,1,5,FALSE
19570,36,1897,66,28,TRUE
19593,136,18231,169,804,TRUE
19615,6,451,5,11,TRUE
19628,318,834450,849,473,TRUE
19649,29,2230,44,69,FALSE
19678,13,354,3,0,TRUE
19731,21,8856,10,171,TRUE
19782,5,1728,3,5,TRUE
19810,119,451177,148,64,TRUE
19844,27,9013,5,18,TRUE
20038,5,17,6,32,FALSE
20118,2,836,0,6,FALSE
20178,4,81,36,62,FALSE
20198,34,1613,64,212,FALSE
20200,18,15253,43,98,TRUE
20210,3,280,12,30,FALSE
20298,7,3117,6,22,FALSE
20363,8,232,16,27,FALSE
20372,4,9,13,9,FALSE
20381,17,28173,22,12,TRUE
20418,21,5037,16,2,FALSE
20447,14,693,25,30,FALSE
20461,4,27,3,1,FALSE
20503,4,62,59,266,FALSE
20506,11,200,12,4,FALSE
20551,9,132,23,6,FALSE
20562,19,6438,28,57,TRUE
20585,5,46,86,243,FALSE
20606,21,896,14,50,TRUE
20625,10,315,0,2,FALSE
20635,35,20930,45,24,TRUE
20673,11,226,10,94,FALSE
20695,5,998,0,3,FALSE
20768,24,757,27,68,FALSE
20877,34,1444,28,64,FALSE
20984,12,159,31,111,TRUE
21009,11,649,31,26,FALSE
21057,5,46,11,68,TRUE
21059,4,1251,28,22,TRUE
21061,4,28,6,15,FALSE
21069,5,1402,2,3,TRUE
21137,3,6,12,68,FALSE
21194,5,444,14,15,FALSE
21209,38,1163,77,102,TRUE
21247,5,284,8,17,FALSE
21278,8,1106,5,12,FALSE
21318,4,190,13,93,FALSE
21343,18,19712,25,14,FALSE
21376,3,200,3,2,FALSE
21430,13,694,11,10,TRUE
21465,4,425,2,3,FALSE
21484,3,18,3,6,TRUE
21485,4,55,30,103,TRUE
21504,10,204,21,95,FALSE
21512,30,4530,52,311,TRUE
21521,6,44,10,4,FALSE
21628,15,2202,16,5,TRUE
21648,6,85,6,8,FALSE
21695,41,6108,48,149,TRUE
21734,19,363,34,54,TRUE
21743,6,287,18,61,FALSE
21839,6,103,5,4,FALSE
21861,313,5270,183,504,TRUE
21871,2,90,0,1,FALSE
21928,3,82,1,2,FALSE
22000,4,80,3,3,FALSE
22016,33,888,112,55,FALSE
22019,125,24111,223,1056,TRUE
22020,71,2299,168,72,TRUE
22024,4,183,5,49,FALSE
22040,35,1798,93,56,TRUE
22048,18,490,44,21,TRUE
22065,5,1520,4,26,FALSE
22102,5,23,14,25,TRUE
22125,43,5221,91,78,FALSE
22139,38,1251,102,40,FALSE
22184,35,1224,78,19,TRUE
22199,5,1261,1,8,FALSE
22296,12,100,64,27,FALSE
22381,11,90,34,17,FALSE
22420,7,707,7,16,TRUE
22517,4,148,0,8,FALSE
22522,4,211,6,21,FALSE
22554,5,418,1,2,FALSE
22566,76,10462,125,34,TRUE
22609,187,5171,143,279,TRUE
22613,4,644,5,12,FALSE
22690,16,218,21,71,TRUE
22700,2,150,3,6,FALSE
22709,7,546,0,7,TRUE
22720,11,1579,20,16,TRUE
22732,4,46,5,6,TRUE
22757,2,326,1,2,TRUE
22760,4,937,0,0,TRUE
22798,3,171,7,19,FALSE
22802,14,498,41,274,TRUE
22811,98,56829,263,439,TRUE
22885,3,284,3,5,FALSE
22893,3,76,0,1,FALSE
22909,8,211,8,7,FALSE
22920,27,30475,152,114,TRUE
22954,3,23,44,69,FALSE
22979,19,2999,9,24,TRUE
22984,7,348,11,23,FALSE
23003,3,27,1,3,FALSE
23062,26,1779,38,21,FALSE
23075,4,37,15,15,FALSE
23084,10,74,47,28,TRUE
23088,21,232,25,90,TRUE
23106,65,92996,139,152,TRUE
23144,22,9146,68,139,FALSE
23176,28,2448,173,371,TRUE
23185,4,1484,4,33,FALSE
23239,11,59,18,91,FALSE
23254,24,992,36,104,TRUE
23282,18,2216,55,300,FALSE
23301,138,35443,522,606,TRUE
23323,11,72,65,181,FALSE
23341,167,1108773,871,386,TRUE
23345,3,84,4,1,FALSE
23362,1,1,14,15,FALSE
23477,4,226,0,1,FALSE
23483,8,109,14,33,FALSE
23493,5,864,2,2,FALSE
23498,7,2988,1,3,TRUE
23502,11,933,29,240,FALSE
23524,25,606,24,62,TRUE
23605,25,2703,71,241,TRUE
23612,2,616,0,2,FALSE
23620,10,241,27,12,FALSE
23646,8,970,2,36,FALSE
23693,3,312,7,94,FALSE
23755,7,1684,4,37,TRUE
23795,5,198,14,12,FALSE
23837,26,2376,39,2,FALSE
23873,3,211,4,9,TRUE
23880,4,296,7,27,FALSE
23906,8,155,6,7,FALSE
23945,5,285,0,5,TRUE
23992,2,11,3,3,FALSE
24052,1,2,28,31,FALSE
24160,7,1550,11,44,TRUE
24178,5,166,54,89,FALSE
24222,30,495,38,143,TRUE
24229,16,138,77,42,TRUE
24240,8,81,8,22,TRUE
24249,3,819,3,20,FALSE
24263,12,268,15,13,FALSE
24282,8,459,35,195,FALSE
24293,32,64708,77,193,TRUE
24341,14,559,15,33,FALSE
24346,9,306,15,39,FALSE
24440,4,271,3,17,FALSE
24451,3,72,3,7,FALSE
24507,6,376,4,9,TRUE
24551,1,52,0,3,FALSE
24621,8,693,15,10,FALSE
24643,64,3748,84,111,FALSE
24664,7,391,3,10,TRUE
24668,2,31,0,2,TRUE
24715,5,401,31,98,FALSE
24820,5,151,4,9,FALSE
24822,7,49,16,4,TRUE
24833,3,33,6,4,FALSE
24840,13,1433,14,9,FALSE
24846,22,5265,35,160,TRUE
24870,209,36156,210,718,TRUE
24873,8,7008,0,1,FALSE
24961,4,120,24,64,FALSE
24983,7,117,9,75,FALSE
24998,15,156,16,163,TRUE
25010,2,338,0,1,FALSE
25016,15,1689,23,161,FALSE
25027,4,42,12,58,FALSE
25029,6,616,2,4,FALSE
25037,26,524,73,180,TRUE
25040,11,403,1,1,FALSE
25055,29,21318,7,3,TRUE
25061,1,18,1,6,FALSE
25085,19,11434,20,54,FALSE
25097,34,3161,18,24,TRUE
25122,15,78,28,74,FALSE
25129,8,979,8,9,FALSE
25131,5,202,3,3,FALSE
25156,13,3050,1,1,FALSE
25164,3,104,10,53,FALSE
25196,49,3571,68,612,TRUE
25222,8,1225,0,2,FALSE
25236,5,132,24,84,FALSE
25238,8,157,9,18,TRUE
25303,3,26,2,5,FALSE
25369,9,241,19,95,TRUE
25375,125,3246,173,589,TRUE
25417,22,1269,43,25,FALSE
25428,5,78,0,13,FALSE
25443,21,177,40,232,TRUE
25458,5,113,105,150,FALSE
25490,6,84,29,98,FALSE
25508,4,34,16,44,FALSE
25522,8,75,3,15,FALSE
25528,40,1075,106,127,TRUE
25537,4,362,10,42,FALSE
25546,14,369,36,152,FALSE
25582,13,1761,15,59,FALSE
25588,4,37,9,31,FALSE
25597,10,7144,1,8,FALSE
25599,9,918,1,4,FALSE
25604,8,700,1,3,FALSE
25612,28,21705,38,109,TRUE
25614,4,568,0,1,TRUE
25634,5,166,1,3,FALSE
25656,52,4296,288,754,TRUE
25664,4,17,16,46,FALSE
25681,160,29023,164,156,TRUE
25696,5,58,5,56,FALSE
25725,178,390388,725,1849,TRUE
25730,19,468,42,76,TRUE
25747,3,111,0,1,FALSE
25753,7,91,7,14,TRUE
25770,17,351,31,423,TRUE
25779,4,143,1,2,FALSE
